customer_id,review_text,processed_text,customer_rating,sentiment_label,vader_pred,vader_score,bert_pred_full,bert_confidence_full,sentiment_score
2822,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
2823,customer service was unhelpful.,customer service unhelpful,2,negative,neutral,0.0,negative,0.44395899772644043,-1
2824,late delivery and poor packaging.,late delivery poor packaging,1,negative,negative,-0.4767,negative,0.5518423318862915,-1
2825,late delivery and poor packaging.,late delivery poor packaging,1,negative,negative,-0.4767,negative,0.5518423318862915,-1
2826,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
2827,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
2828,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2829,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2830,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
2831,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
2832,great value for money.,great value money,5,positive,positive,0.7579,positive,0.7198184728622437,1
2833,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
2834,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
2835,great value for money.,great value money,5,positive,positive,0.7579,positive,0.7198184728622437,1
2836,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
2837,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
2838,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
2839,late delivery and poor packaging.,late delivery poor packaging,1,negative,negative,-0.4767,negative,0.5518423318862915,-1
2840,customer service was unhelpful.,customer service unhelpful,1,negative,neutral,0.0,negative,0.44395899772644043,-1
2841,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
2842,great value for money.,great value money,4,positive,positive,0.7579,positive,0.7198184728622437,1
2843,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2844,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
2845,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
2846,customer service was unhelpful.,customer service unhelpful,1,negative,neutral,0.0,negative,0.44395899772644043,-1
2847,"amazing experience, highly recommend!",amazing experience highly recommend,4,positive,positive,0.7836,positive,0.9405997395515442,1
2848,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
2849,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
2850,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
2851,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
2852,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2853,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
2854,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
2855,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
2856,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
2857,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
2858,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
2859,customer service was unhelpful.,customer service unhelpful,2,negative,neutral,0.0,negative,0.44395899772644043,-1
2860,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
2861,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
2862,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
2863,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
2864,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
2865,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
2866,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
2867,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
2868,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
2869,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2870,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
2871,fast delivery and great packaging.,fast delivery great packaging,5,positive,positive,0.6249,positive,0.7150805592536926,1
2872,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2873,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2874,fast delivery and great packaging.,fast delivery great packaging,5,positive,positive,0.6249,positive,0.7150805592536926,1
2875,not worth the price.,not worth price,1,negative,negative,-0.1695,negative,0.4591589570045471,-1
2876,customer service was unhelpful.,customer service unhelpful,1,negative,neutral,0.0,negative,0.44395899772644043,-1
2877,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
2878,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
2879,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
2880,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
2881,"amazing experience, highly recommend!",amazing experience highly recommend,4,positive,positive,0.7836,positive,0.9405997395515442,1
2882,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
2883,customer service was unhelpful.,customer service unhelpful,2,negative,neutral,0.0,negative,0.44395899772644043,-1
2884,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2885,great value for money.,great value money,5,positive,positive,0.7579,positive,0.7198184728622437,1
2886,"product is okay, nothing special.",product okay nothing special,3,neutral,negative,-0.092,neutral,0.8160766959190369,0
2887,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
2888,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
2889,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
2890,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
2891,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
2892,"product is okay, nothing special.",product okay nothing special,3,neutral,negative,-0.092,neutral,0.8160766959190369,0
2893,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
2894,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
2895,product stopped working after few days.,product stopped working day,2,negative,negative,-0.2263,negative,0.6589389443397522,-1
2896,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
2897,late delivery and poor packaging.,late delivery poor packaging,1,negative,negative,-0.4767,negative,0.5518423318862915,-1
2898,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
2899,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
2900,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
2901,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
2902,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
2903,"amazing experience, highly recommend!",amazing experience highly recommend,4,positive,positive,0.7836,positive,0.9405997395515442,1
2904,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
2905,customer service was unhelpful.,customer service unhelpful,1,negative,neutral,0.0,negative,0.44395899772644043,-1
2906,great value for money.,great value money,5,positive,positive,0.7579,positive,0.7198184728622437,1
2907,"amazing experience, highly recommend!",amazing experience highly recommend,4,positive,positive,0.7836,positive,0.9405997395515442,1
2908,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
2909,late delivery and poor packaging.,late delivery poor packaging,1,negative,negative,-0.4767,negative,0.5518423318862915,-1
2910,great value for money.,great value money,5,positive,positive,0.7579,positive,0.7198184728622437,1
2911,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
2912,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2913,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2914,not worth the price.,not worth price,1,negative,negative,-0.1695,negative,0.4591589570045471,-1
2915,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
2916,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2917,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
2918,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
2919,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
2920,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
2921,product stopped working after few days.,product stopped working day,2,negative,negative,-0.2263,negative,0.6589389443397522,-1
2922,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
2923,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2924,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
2925,not worth the price.,not worth price,1,negative,negative,-0.1695,negative,0.4591589570045471,-1
2926,customer service was unhelpful.,customer service unhelpful,2,negative,neutral,0.0,negative,0.44395899772644043,-1
2927,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
2928,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
2929,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2930,fast delivery and great packaging.,fast delivery great packaging,5,positive,positive,0.6249,positive,0.7150805592536926,1
2931,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
2932,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
2933,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
2934,great value for money.,great value money,4,positive,positive,0.7579,positive,0.7198184728622437,1
2935,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
2936,great value for money.,great value money,5,positive,positive,0.7579,positive,0.7198184728622437,1
2937,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2938,great value for money.,great value money,5,positive,positive,0.7579,positive,0.7198184728622437,1
2939,product stopped working after few days.,product stopped working day,2,negative,negative,-0.2263,negative,0.6589389443397522,-1
2940,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2941,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2942,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2943,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
2944,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
2945,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
2946,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
2947,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2948,customer service was unhelpful.,customer service unhelpful,2,negative,neutral,0.0,negative,0.44395899772644043,-1
2949,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2950,customer service was unhelpful.,customer service unhelpful,1,negative,neutral,0.0,negative,0.44395899772644043,-1
2951,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
2952,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
2953,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
2954,not worth the price.,not worth price,1,negative,negative,-0.1695,negative,0.4591589570045471,-1
2955,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
2956,customer service was unhelpful.,customer service unhelpful,1,negative,neutral,0.0,negative,0.44395899772644043,-1
2957,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
2958,fast delivery and great packaging.,fast delivery great packaging,5,positive,positive,0.6249,positive,0.7150805592536926,1
2959,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
2960,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
2961,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
2962,fast delivery and great packaging.,fast delivery great packaging,5,positive,positive,0.6249,positive,0.7150805592536926,1
2963,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2964,great value for money.,great value money,4,positive,positive,0.7579,positive,0.7198184728622437,1
2965,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
2966,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
2967,"amazing experience, highly recommend!",amazing experience highly recommend,4,positive,positive,0.7836,positive,0.9405997395515442,1
2968,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2969,late delivery and poor packaging.,late delivery poor packaging,1,negative,negative,-0.4767,negative,0.5518423318862915,-1
2970,"amazing experience, highly recommend!",amazing experience highly recommend,4,positive,positive,0.7836,positive,0.9405997395515442,1
2971,customer service was unhelpful.,customer service unhelpful,1,negative,neutral,0.0,negative,0.44395899772644043,-1
2972,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
2973,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2974,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
2975,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
2976,"amazing experience, highly recommend!",amazing experience highly recommend,4,positive,positive,0.7836,positive,0.9405997395515442,1
2977,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
2978,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
2979,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
2980,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
2981,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
2982,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
2983,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
2984,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
2985,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
2986,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
2987,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
2988,customer service was unhelpful.,customer service unhelpful,2,negative,neutral,0.0,negative,0.44395899772644043,-1
2989,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
2990,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
2991,great value for money.,great value money,4,positive,positive,0.7579,positive,0.7198184728622437,1
2992,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
2993,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
2994,fast delivery and great packaging.,fast delivery great packaging,5,positive,positive,0.6249,positive,0.7150805592536926,1
2995,fast delivery and great packaging.,fast delivery great packaging,5,positive,positive,0.6249,positive,0.7150805592536926,1
2996,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
2997,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
2998,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
2999,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
3000,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
3001,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
3002,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
3003,not worth the price.,not worth price,1,negative,negative,-0.1695,negative,0.4591589570045471,-1
3004,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
3005,"amazing experience, highly recommend!",amazing experience highly recommend,4,positive,positive,0.7836,positive,0.9405997395515442,1
3006,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
3007,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
3008,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
3009,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
3010,customer service was unhelpful.,customer service unhelpful,2,negative,neutral,0.0,negative,0.44395899772644043,-1
3011,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
3012,product stopped working after few days.,product stopped working day,2,negative,negative,-0.2263,negative,0.6589389443397522,-1
3013,customer service was unhelpful.,customer service unhelpful,2,negative,neutral,0.0,negative,0.44395899772644043,-1
3014,excellent product! exceeded expectations.,excellent product exceeded expectation,5,positive,positive,0.6114,positive,0.9307136535644531,1
3015,fast delivery and great packaging.,fast delivery great packaging,5,positive,positive,0.6249,positive,0.7150805592536926,1
3016,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
3017,customer service was unhelpful.,customer service unhelpful,1,negative,neutral,0.0,negative,0.44395899772644043,-1
3018,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
3019,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
3020,not worth the price.,not worth price,1,negative,negative,-0.1695,negative,0.4591589570045471,-1
3021,"amazing experience, highly recommend!",amazing experience highly recommend,4,positive,positive,0.7836,positive,0.9405997395515442,1
3022,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
3023,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
3024,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
3025,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
3026,product stopped working after few days.,product stopped working day,2,negative,negative,-0.2263,negative,0.6589389443397522,-1
3027,customer service was unhelpful.,customer service unhelpful,2,negative,neutral,0.0,negative,0.44395899772644043,-1
3028,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
3029,not worth the price.,not worth price,1,negative,negative,-0.1695,negative,0.4591589570045471,-1
3030,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
3031,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
3032,late delivery and poor packaging.,late delivery poor packaging,1,negative,negative,-0.4767,negative,0.5518423318862915,-1
3033,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
3034,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
3035,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
3036,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
3037,not worth the price.,not worth price,1,negative,negative,-0.1695,negative,0.4591589570045471,-1
3038,customer service was unhelpful.,customer service unhelpful,2,negative,neutral,0.0,negative,0.44395899772644043,-1
3039,great value for money.,great value money,4,positive,positive,0.7579,positive,0.7198184728622437,1
3040,fast delivery and great packaging.,fast delivery great packaging,5,positive,positive,0.6249,positive,0.7150805592536926,1
3041,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
3042,great value for money.,great value money,4,positive,positive,0.7579,positive,0.7198184728622437,1
3043,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
3044,"amazing experience, highly recommend!",amazing experience highly recommend,4,positive,positive,0.7836,positive,0.9405997395515442,1
3045,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
3046,"product is okay, nothing special.",product okay nothing special,3,neutral,negative,-0.092,neutral,0.8160766959190369,0
3047,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
3048,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
3049,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
3050,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
3051,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
3052,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
3053,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
3054,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
3055,excellent product! exceeded expectations.,excellent product exceeded expectation,4,positive,positive,0.6114,positive,0.9307136535644531,1
3056,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
3057,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
3058,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
3059,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
3060,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
3061,late delivery and poor packaging.,late delivery poor packaging,1,negative,negative,-0.4767,negative,0.5518423318862915,-1
3062,product stopped working after few days.,product stopped working day,2,negative,negative,-0.2263,negative,0.6589389443397522,-1
3063,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
3064,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
3065,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
3066,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
3067,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
3068,"product is okay, nothing special.",product okay nothing special,3,neutral,negative,-0.092,neutral,0.8160766959190369,0
3069,works fine but could be better.,work fine could better,3,neutral,positive,0.6428,neutral,0.5999695062637329,0
3070,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
3071,not worth the price.,not worth price,1,negative,negative,-0.1695,negative,0.4591589570045471,-1
3072,product stopped working after few days.,product stopped working day,2,negative,negative,-0.2263,negative,0.6589389443397522,-1
3073,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
3074,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
3075,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
3076,very satisfied with the quality.,very satisfied quality,5,positive,positive,0.4754,positive,0.6406426429748535,1
3077,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
3078,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
3079,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
3080,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
3081,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
3082,not worth the price.,not worth price,2,negative,negative,-0.1695,negative,0.4591589570045471,-1
3083,very satisfied with the quality.,very satisfied quality,4,positive,positive,0.4754,positive,0.6406426429748535,1
3084,"delivery was fine, product is decent.",delivery fine product decent,3,neutral,positive,0.2023,positive,0.48837316036224365,1
3085,"amazing experience, highly recommend!",amazing experience highly recommend,5,positive,positive,0.7836,positive,0.9405997395515442,1
3086,very disappointed with the quality.,very disappointed quality,2,negative,negative,-0.5256,negative,0.47428229451179504,-1
3087,neutral about the quality.,neutral quality,3,neutral,neutral,0.0,neutral,0.40819641947746277,0
3088,late delivery and poor packaging.,late delivery poor packaging,1,negative,negative,-0.4767,negative,0.5518423318862915,-1
3089,"product is okay, nothing special.",product okay nothing special,3,neutral,negative,-0.092,neutral,0.8160766959190369,0
3090,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
3091,"product is okay, nothing special.",product okay nothing special,3,neutral,negative,-0.092,neutral,0.8160766959190369,0
3092,very disappointed with the quality.,very disappointed quality,1,negative,negative,-0.5256,negative,0.47428229451179504,-1
3093,fast delivery and great packaging.,fast delivery great packaging,4,positive,positive,0.6249,positive,0.7150805592536926,1
3094,"product is okay, nothing special.",product okay nothing special,3,neutral,negative,-0.092,neutral,0.8160766959190369,0
3095,average experience overall.,average experience overall,3,neutral,neutral,0.0,neutral,0.7137743234634399,0
3096,product stopped working after few days.,product stopped working day,1,negative,negative,-0.2263,negative,0.6589389443397522,-1
3097,late delivery and poor packaging.,late delivery poor packaging,2,negative,negative,-0.4767,negative,0.5518423318862915,-1
